highest,episode,time
1,77,00:03:13
2,110,00:05:12
3,135,00:06:35
4,145,00:07:10
5,195,00:09:55
6,196,00:10:06
7,207,00:10:43
8,209,00:10:46
9,213,00:10:50
10,237,00:12:18
11,279,00:14:12
12,287,00:14:40
13,327,00:17:02
14,337,00:17:23
15,348,00:18:07
16,349,00:18:10
17,350,00:18:10
18,354,00:18:24
19,358,00:18:39
20,365,00:19:06
21,373,00:19:28
22,376,00:19:45
23,383,00:20:12
24,389,00:20:28
25,394,00:20:46
26,400,00:20:54
27,401,00:20:56
28,402,00:20:57
29,403,00:21:08
30,404,00:21:08
31,410,00:21:27
32,414,00:21:42
33,417,00:21:43
34,420,00:21:50
35,432,00:22:24
36,434,00:22:28
37,436,00:22:31
38,440,00:22:47
39,444,00:22:59
40,448,00:23:08
41,452,00:23:23
42,456,00:23:34
43,466,00:23:57
44,468,00:24:00
45,470,00:24:07
46,490,00:25:14
47,493,00:25:17
48,496,00:25:29
49,497,00:25:29
50,498,00:25:31
51,499,00:25:33
52,501,00:25:41
53,514,00:26:05
54,521,00:26:19
55,522,00:26:26
56,525,00:26:32
57,528,00:26:43
58,529,00:26:44
59,531,00:26:50
60,537,00:27:03
61,541,00:27:13
62,542,00:27:14
63,545,00:27:17
64,546,00:27:27
65,550,00:27:47
66,554,00:27:51
67,556,00:27:52
68,906,00:38:06
69,907,00:38:10
70,912,00:38:13
71,918,00:38:24
72,2568,01:02:36
73,2598,01:02:56
74,2601,01:02:59
75,2626,01:03:34
76,2627,01:03:35
77,2644,01:03:53
78,2682,01:04:33
79,2684,01:04:33
80,2685,01:04:34
81,2891,01:07:06
82,2894,01:07:06
83,2907,01:07:18
84,2908,01:07:18
85,3040,01:09:36
86,3044,01:09:37
87,3047,01:09:39
88,3166,01:11:17
89,3168,01:11:23
90,3195,01:11:44
91,3789,01:19:34
92,3820,01:20:02
93,4340,01:27:58
94,4938,01:36:50
