highest,episode,time
1,57,00:06:33
2,59,00:06:52
3,69,00:08:15
4,77,00:08:52
5,79,00:09:29
6,81,00:09:39
7,82,00:09:43
8,83,00:09:51
9,87,00:10:01
10,90,00:10:30
11,91,00:10:35
12,92,00:10:38
13,93,00:10:55
14,94,00:10:58
15,95,00:10:58
16,96,00:10:59
17,97,00:11:01
18,98,00:11:14
19,100,00:11:22
20,101,00:11:32
21,102,00:11:41
22,103,00:11:42
23,104,00:11:46
24,106,00:11:56
25,107,00:11:56
26,108,00:12:02
27,109,00:12:10
28,110,00:12:12
29,111,00:12:13
30,112,00:12:13
31,113,00:12:23
32,114,00:12:24
33,115,00:12:31
34,116,00:12:34
35,117,00:12:37
36,118,00:12:38
37,119,00:12:39
38,120,00:12:45
39,122,00:12:47
40,123,00:12:52
41,124,00:13:01
42,125,00:13:02
43,126,00:13:08
44,127,00:13:08
45,128,00:13:10
46,129,00:13:20
47,130,00:13:20
48,131,00:13:26
49,132,00:13:27
50,133,00:13:27
51,134,00:13:32
52,135,00:13:33
53,136,00:13:34
54,137,00:13:37
55,138,00:13:42
56,139,00:13:44
57,141,00:13:54
58,145,00:14:01
59,146,00:14:03
60,147,00:14:03
61,148,00:14:04
62,149,00:14:07
63,151,00:14:14
64,153,00:14:20
65,154,00:14:21
66,155,00:14:24
67,156,00:14:30
68,157,00:14:32
69,158,00:14:39
70,159,00:14:41
71,160,00:14:42
72,161,00:14:43
73,162,00:14:43
74,165,00:14:48
75,166,00:14:50
76,168,00:14:52
77,169,00:14:53
78,170,00:14:53
79,171,00:14:56
80,172,00:14:57
81,173,00:15:04
82,174,00:15:06
83,175,00:15:07
84,176,00:15:11
85,178,00:15:13
86,179,00:15:18
87,184,00:15:29
88,205,00:16:23
89,252,00:18:05
90,263,00:18:35
91,264,00:18:37
92,317,00:20:11
93,456,00:24:47
94,462,00:25:02
95,471,00:25:22
96,478,00:25:32
