highest,episode,time
1,54,00:00:30
2,143,00:02:07
3,200,00:03:10
4,271,00:04:25
5,333,00:05:39
6,361,00:06:14
7,384,00:06:37
8,395,00:06:52
9,406,00:07:03
10,412,00:07:04
11,414,00:07:07
12,416,00:07:10
13,417,00:07:14
14,418,00:07:16
15,437,00:07:30
16,439,00:07:32
17,461,00:07:53
18,464,00:07:54
19,473,00:08:02
20,475,00:08:03
21,478,00:08:06
22,482,00:08:10
23,483,00:08:10
24,493,00:08:16
25,497,00:08:21
26,501,00:08:27
27,502,00:08:27
28,511,00:08:35
29,524,00:08:52
30,536,00:09:02
31,542,00:09:10
32,544,00:09:11
33,545,00:09:12
34,547,00:09:13
35,555,00:09:19
36,560,00:09:28
37,567,00:09:32
38,577,00:09:42
39,581,00:09:48
40,582,00:09:48
41,593,00:09:57
42,599,00:10:04
43,604,00:10:12
44,617,00:10:24
45,622,00:10:33
46,634,00:10:41
47,643,00:10:50
48,648,00:10:59
49,663,00:11:12
50,665,00:11:18
51,671,00:11:23
52,672,00:11:24
53,673,00:11:24
54,678,00:11:30
55,686,00:11:34
56,688,00:11:35
57,696,00:11:44
58,697,00:11:44
59,698,00:11:44
60,701,00:11:48
61,706,00:11:54
62,710,00:11:55
63,715,00:12:02
64,719,00:12:07
65,721,00:12:08
66,727,00:12:14
67,740,00:12:26
68,763,00:12:51
69,805,00:13:34
70,807,00:13:34
71,808,00:13:35
72,809,00:13:37
73,811,00:13:38
74,821,00:13:48
75,827,00:13:54
76,841,00:14:11
77,851,00:14:20
78,858,00:14:29
79,860,00:14:30
80,861,00:14:32
81,873,00:14:45
82,874,00:14:47
83,889,00:15:01
84,897,00:15:10
85,907,00:15:19
86,948,00:15:58
87,969,00:16:21
88,987,00:16:34
89,1014,00:17:07
90,1030,00:17:25
91,1076,00:18:15
92,1080,00:18:16
93,1089,00:18:26
94,1431,00:23:46
95,1552,00:25:35
96,1799,00:28:48
97,1801,00:28:49
98,1951,00:30:27
99,1971,00:30:37
