highest,episode,time
1,10,00:00:11
2,30,00:01:27
3,118,00:06:06
4,141,00:07:24
5,158,00:08:23
6,182,00:09:44
7,210,00:11:19
8,275,00:15:25
9,307,00:17:23
10,323,00:18:18
11,331,00:18:47
12,469,00:27:06
13,481,00:27:44
14,494,00:28:29
15,497,00:28:37
16,512,00:29:30
17,514,00:29:33
18,516,00:29:35
19,530,00:30:10
20,553,00:31:08
21,582,00:32:40
22,751,00:41:53
23,758,00:42:25
24,798,00:44:45
25,884,00:49:37
26,891,00:49:56
27,901,00:50:42
28,929,00:52:09
29,960,00:54:00
30,972,00:54:42
31,998,00:56:10
32,1000,00:56:16
33,1017,00:57:05
34,1024,00:57:30
35,1028,00:57:35
36,1035,00:58:01
37,1038,00:58:08
38,1040,00:58:13
39,1044,00:58:30
40,1050,00:58:50
41,1053,00:58:57
42,1074,00:59:46
43,1076,00:59:48
44,1077,00:59:55
45,1080,01:00:01
46,1081,01:00:05
47,1082,01:00:05
48,1084,01:00:15
49,1088,01:00:23
50,1089,01:00:24
51,1091,01:00:26
52,1092,01:00:37
53,1095,01:00:43
54,1096,01:00:43
55,1098,01:00:53
56,1100,01:00:58
57,1104,01:01:01
58,1105,01:01:02
59,1107,01:01:04
60,1109,01:01:21
61,1119,01:01:51
62,1123,01:01:55
63,1126,01:01:57
64,1127,01:02:08
65,1129,01:02:12
66,1131,01:02:15
67,1138,01:02:35
68,1146,01:03:06
69,1147,01:03:07
70,1159,01:03:46
71,1166,01:03:57
72,1167,01:03:57
73,1180,01:04:32
74,1182,01:04:42
75,1188,01:04:50
76,1189,01:04:54
77,1199,01:05:25
78,1203,01:05:38
79,1204,01:05:38
80,1221,01:06:21
81,1226,01:06:41
82,1230,01:06:48
83,1240,01:07:19
84,1255,01:08:01
85,1273,01:09:01
86,1410,01:14:43
87,1413,01:14:48
88,1429,01:15:24
89,1463,01:16:33
90,1472,01:16:55
91,1473,01:16:55
92,1571,01:19:49
93,1576,01:19:56
94,1578,01:20:07
95,1587,01:20:21
96,1607,01:20:49
97,1632,01:21:26
98,2615,01:43:43
99,2645,01:44:10
