highest,episode,time
1,43,00:00:15
2,61,00:00:20
3,124,00:01:03
4,198,00:01:58
5,385,00:04:26
6,437,00:05:07
7,446,00:05:15
8,478,00:05:41
9,487,00:05:48
10,501,00:05:59
11,523,00:06:17
12,536,00:06:26
13,545,00:06:35
14,548,00:06:38
15,556,00:06:41
16,564,00:06:49
17,565,00:06:49
18,574,00:06:56
19,578,00:06:57
20,580,00:06:59
21,581,00:07:00
22,602,00:07:17
23,607,00:07:24
24,613,00:07:26
25,616,00:07:27
26,618,00:07:27
27,623,00:07:30
28,624,00:07:31
29,646,00:07:48
30,647,00:07:50
31,648,00:07:52
32,650,00:07:52
33,651,00:07:53
34,658,00:07:55
35,659,00:07:55
36,662,00:07:57
37,665,00:07:58
38,667,00:08:00
39,669,00:08:02
40,672,00:08:04
41,675,00:08:08
42,677,00:08:08
43,678,00:08:09
44,681,00:08:11
45,687,00:08:13
46,688,00:08:13
47,689,00:08:13
48,690,00:08:14
49,691,00:08:14
50,692,00:08:14
51,695,00:08:14
52,698,00:08:19
53,699,00:08:21
54,702,00:08:22
55,704,00:08:23
56,706,00:08:25
57,707,00:08:26
58,715,00:08:30
59,716,00:08:30
60,718,00:08:33
61,719,00:08:33
62,721,00:08:35
63,723,00:08:36
64,725,00:08:38
65,729,00:08:42
66,737,00:08:46
67,738,00:08:46
68,740,00:08:48
69,741,00:08:48
70,743,00:08:48
71,744,00:08:49
72,745,00:08:49
73,750,00:08:53
74,751,00:08:55
75,756,00:08:58
76,758,00:09:00
77,761,00:09:02
78,764,00:09:05
79,766,00:09:05
80,770,00:09:07
81,774,00:09:12
82,776,00:09:14
83,781,00:09:18
84,785,00:09:20
85,790,00:09:23
86,792,00:09:24
87,797,00:09:29
88,798,00:09:30
89,802,00:09:30
90,805,00:09:33
91,818,00:09:42
92,825,00:09:46
93,859,00:10:03
94,1274,00:13:11
95,1703,00:16:05
96,2547,00:20:50
97,2556,00:20:52
98,3033,00:23:07
99,3522,00:25:00
100,4832,00:28:56
