highest,episode,time
1,93,00:01:13
2,108,00:01:25
3,111,00:01:28
4,113,00:01:28
5,170,00:02:29
6,181,00:02:42
7,252,00:04:03
8,260,00:04:13
9,261,00:04:13
10,280,00:04:31
11,282,00:04:31
12,292,00:04:44
13,335,00:05:33
14,358,00:05:57
15,362,00:06:00
16,405,00:06:53
17,430,00:07:23
18,435,00:07:27
19,442,00:07:34
20,443,00:07:34
21,445,00:07:37
22,451,00:07:46
23,453,00:07:47
24,454,00:07:47
25,459,00:07:50
26,465,00:07:59
27,466,00:08:00
28,473,00:08:10
29,478,00:08:13
30,484,00:08:19
31,493,00:08:31
32,494,00:08:34
33,497,00:08:35
34,504,00:08:42
35,513,00:08:51
36,514,00:08:51
37,516,00:08:54
38,519,00:08:57
39,545,00:09:12
40,552,00:09:16
41,554,00:09:16
42,612,00:09:52
43,615,00:09:53
44,749,00:12:15
45,753,00:12:19
46,756,00:12:22
47,758,00:12:23
48,761,00:12:24
49,762,00:12:26
50,765,00:12:28
51,768,00:12:32
52,769,00:12:33
53,773,00:12:37
54,775,00:12:37
55,776,00:12:39
56,778,00:12:41
57,785,00:12:47
58,788,00:12:50
59,790,00:12:53
60,794,00:12:57
61,798,00:13:01
62,799,00:13:02
63,802,00:13:09
64,805,00:13:11
65,809,00:13:15
66,811,00:13:15
67,813,00:13:17
68,819,00:13:21
69,820,00:13:21
70,824,00:13:26
71,830,00:13:34
72,836,00:13:40
73,841,00:13:43
74,851,00:13:54
75,856,00:13:59
76,860,00:14:06
77,866,00:14:07
78,871,00:14:12
79,872,00:14:14
80,873,00:14:15
81,874,00:14:16
82,898,00:14:45
83,915,00:14:56
84,918,00:15:00
85,920,00:15:05
86,921,00:15:05
87,943,00:15:26
88,944,00:15:29
89,1077,00:17:48
90,1083,00:17:55
91,1094,00:18:04
92,1096,00:18:06
93,1102,00:18:13
