highest,episode,time
1,38,00:01:33
2,150,00:07:41
3,170,00:08:47
4,247,00:13:12
5,249,00:13:16
6,259,00:13:48
7,284,00:15:05
8,290,00:15:23
9,314,00:16:40
10,317,00:16:45
11,318,00:16:56
12,333,00:17:40
13,345,00:18:17
14,443,00:23:43
15,476,00:25:39
16,478,00:25:51
17,488,00:26:15
18,493,00:26:29
19,494,00:26:31
20,503,00:27:03
21,510,00:27:30
22,517,00:27:46
23,519,00:27:50
24,526,00:28:18
25,528,00:28:23
26,543,00:29:03
27,544,00:29:05
28,545,00:29:07
29,548,00:29:18
30,549,00:29:19
31,550,00:29:21
32,552,00:29:36
33,554,00:29:38
34,557,00:29:42
35,560,00:29:52
36,564,00:30:01
37,566,00:30:12
38,568,00:30:14
39,570,00:30:19
40,573,00:30:31
41,574,00:30:32
42,575,00:30:32
43,579,00:30:50
44,584,00:30:59
45,588,00:31:12
46,589,00:31:14
47,590,00:31:15
48,593,00:31:25
49,594,00:31:26
50,595,00:31:29
51,600,00:31:38
52,607,00:32:04
53,609,00:32:07
54,613,00:32:14
55,614,00:32:15
56,617,00:32:26
57,625,00:32:48
58,626,00:32:49
59,627,00:32:50
60,628,00:32:59
61,629,00:33:01
62,630,00:33:02
63,634,00:33:13
64,643,00:33:45
65,645,00:33:46
66,647,00:33:47
67,649,00:33:51
68,650,00:33:57
69,658,00:34:18
70,662,00:34:25
71,666,00:34:34
72,677,00:35:06
73,680,00:35:13
74,682,00:35:19
75,684,00:35:22
76,685,00:35:22
77,686,00:35:23
78,688,00:35:25
79,690,00:35:33
80,691,00:35:33
81,692,00:35:36
82,694,00:35:38
83,702,00:35:58
84,982,00:47:20
85,983,00:47:21
86,984,00:47:23
87,992,00:47:37
88,997,00:47:48
89,999,00:47:48
90,1000,00:47:54
91,1013,00:48:06
92,1374,00:56:50
93,1387,00:57:11
94,1411,00:57:49
